THBS1	SEMA3F	0.0004678062
THBS1	IFITM2	0.000216817
THBS1	ENG	0.0002341579
THBS1	RRP9	0.0002661894
THBS1	PCOLCE	0.0004292144
THBS1	CTSB	0.0002665229
THBS1	HAMP	6.574737e-05
THBS1	CD59	0.0002091205
THBS1	ITGB3	0.0003640434
THBS1	RAI14	0.0003586254
THBS1	ADAMTS1	0.000526331
THBS1	SERPING1	0.0001664329
THBS1	PPBP	0.000736554
THBS1	MFGE8	0.0005435372
THBS1	MAOA	0.0001895015
THBS1	ITGB1	0.00024576547
THBS1	EGR3	0.0002841304
THBS1	ALOX5AP	8.213679e-05
THBS1	MXD1	0.0002942148
THBS1	TGFB2	0.0002253431
THBS1	IL1RN	0.0005201682
THBS1	FBN1	0.0005892751
THBS1	HRG	0.0001045981
THBS1	PTGS2	0.0006467079
THBS1	TNF	0.000244641
THBS1	FN1	0.0004466601
THBS1	LOX	0.0005024357
THBS1	RNASE2	0.0005548063
THBS1	FBN2	0.0001889977
THBS1	CSF3R	7.483667e-05
THBS1	SUN2	0.0002590829
THBS1	SPARC	0.00018554205
THBS1	ADCY7	0.0002089747
THBS1	CD44	0.0002990721
THBS1	SMTN	0.0004082092
THBS1	CXCL8	0.0008464747
THBS1	VWF	0.000126607
THBS1	PITRM1	9.171305e-05
THBS1	SYN1	0.0003164487
THBS1	IFNG	8.154509e-05
THBS1	ADGRL2	0.000297321
THBS1	AASS	0.0006184579
THBS1	PIK3IP1	0.0004998442
THBS1	CTSL	0.0001522319
THBS1	A2M	0.0005210263
THBS1	CDH2	0.0002377971
THBS1	KDELC1	0.0004231738
THBS1	PNPLA6	9.389981e-05
THBS1	PF4	0.0006837025
THBS1	FCER1G	0.0001450758
THBS1	CCL7	0.0002311493
THBS1	IL10	0.0002373725
THBS1	CCL11	0.0007491059
THBS1	FPR1	0.0001736612
THBS1	RNASE3	0.0002757859
THBS1	PLOD2	0.0001963389
THBS1	BCL2A1	0.0003322231
THBS1	IGFBP3	0.0003178118
THBS1	ACSL3	0.0001378044
THBS1	NFIB	4.001493e-05
THBS1	AREG	0.0001724672
THBS1	LDHB	0.0002576757
THBS1	MMP19	0.0005490569
THBS1	MAN1A1	0.0003007317
THBS1	FZD4	0.0002146145
THBS1	BEND5	0.0001641374
THBS1	HBEGF	0.0006018303
THBS1	IGFBP5	0.0001703944
THBS1	AKAP12	0.0004567731
THBS1	GDF15	0.0003899942
THBS1	VSIG4	0.0003931888
THBS1	STOM	0.0004132676
THBS1	PRG2	0.0001879269
THBS1	PRSS23	0.0002514816
THBS1	QSOX1	0.0002887687
THBS1	AKAP9	0.0001255383
THBS1	TBX2	0.0008065273
THBS1	RRAD	0.0002049161
THBS1	IFITM1	0.0001293957
THBS1	ELK3	0.000181524
THBS1	FGA	0.0001475835
THBS1	LUM	0.0003910407
THBS1	NPTX1	0.0002774751
THBS1	NEBL	0.0002500141
THBS1	HS3ST3A1	0.0004058024
